real_risk,lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,vehicle_speed_max,bike_speed_max,level
2,2,1,1,3,4,0,0,0,0,0,0,0,50,8.51913,2
2,4,1,0,3,3,3,0,0,0,0,0,0,22.3716,10.9225,1
2,1,1,0,4,1,1,0,0,0,0,1,1,0.000171961,5.91487,1
2,3,1,0,4,4,3,1,0,0,1,1,1,10.1105,11.4371,2
2,4,1,0,3,3,0,0,0,1,0,1,0,30,7.53654,1
2,4,1,0,0,3,0,0,0,1,1,1,0,20.0048,7.21136,1
2,1,0,1,2,2,2,0,0,0,0,0,0,21.0001,7.51285,2
2,1,1,1,3,2,2,0,0,0,0,0,0,27.0001,16.8485,0
2,1,0,1,2,2,3,0,0,0,0,0,0,50,2.64127,0
2,1,1,1,2,1,1,1,0,1,0,0,1,6.991,12.255,1
1,3,0,1,2,1,2,0,0,0,0,0,0,0.0001158,33.9669,2
2,2,0,1,2,2,3,0,0,0,0,0,0,29.3116,34.2039,1
2,2,1,1,3,2,0,0,0,1,0,1,1,42,10.8656,1
1,1,0,1,2,2,2,0,0,1,0,0,0,50.0015,6.72223,0
2,1,0,1,2,2,2,0,0,0,0,0,0,4.32015,25.9468,1
1,2,0,1,3,2,1,0,0,1,0,1,1,70,6.39139,1
2,1,0,1,2,2,2,0,0,0,0,0,0,20.0001,13.4612,2
2,1,0,1,1,1,3,0,0,0,0,0,0,27.0129,5.34603,2
0,4,1,0,3,3,0,0,0,1,1,1,0,30,11.0836,1
2,1,1,1,2,1,3,0,0,0,0,0,0,9.98485,7.86696,1
2,3,0,1,2,2,3,0,0,0,0,0,0,75.9998,10.5458,1
1,1,1,1,2,1,1,0,0,0,0,0,0,2.45734e-05,39.3095,0
2,1,0,1,2,2,2,0,0,1,0,0,0,50.0001,16.3611,1
2,1,0,1,2,2,2,0,0,0,0,0,0,3.13217,18.8491,1
2,2,0,1,2,2,3,0,0,0,0,0,0,30.0134,21.6663,1
1,2,0,1,2,2,3,0,0,0,0,0,0,33.021,26.9678,1
2,2,1,1,2,2,2,0,0,0,0,0,0,29,45.6433,2
2,2,1,1,4,1,3,0,0,0,0,0,0,9.19228e-05,20.0158,2
2,1,0,1,2,4,0,0,0,0,0,0,0,32.6831,3.40617,1
1,2,1,1,3,4,3,0,0,1,0,1,1,15.3655,23.6719,1
2,1,1,1,4,1,2,0,0,0,0,0,0,9.54013,24.8262,1
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0003,15.8582,1
2,1,0,1,2,2,3,0,0,0,0,0,0,20.0001,30.8415,1
1,2,1,0,4,3,2,0,0,1,1,0,0,30.0018,10.0061,0
2,1,1,1,2,4,3,0,1,0,0,0,1,20.0004,43.167,0
1,3,0,1,2,2,3,0,0,0,0,0,0,50,25.348,1
1,1,0,1,3,2,2,1,0,1,0,0,0,60,10.8076,2
2,2,1,0,3,1,2,0,0,1,1,0,0,0.00182849,26.6684,0
1,1,0,1,2,2,3,0,0,0,0,0,0,50.0011,22.5426,2
1,2,1,1,2,2,3,0,1,0,0,1,1,50.0127,27.6654,2
2,1,1,1,2,2,0,0,0,0,0,0,1,26,13.9583,1
2,2,1,1,2,2,3,0,0,0,0,0,0,29.2998,22.7733,1
1,1,0,1,2,2,2,0,0,1,0,0,0,50.0001,26.0232,2
1,4,1,0,4,3,2,0,0,1,0,0,0,20,28.8082,1
2,2,0,1,2,2,3,0,0,0,0,0,0,32.3589,8.60982,1
1,1,1,1,2,1,3,0,1,0,0,0,1,1.80421,37.2024,2
2,1,0,1,2,1,3,0,0,0,0,0,0,17.062,0.0100281,1
0,1,0,1,2,4,3,0,0,0,0,0,1,12.65,12.4089,2
1,1,1,1,2,4,0,0,0,1,0,0,1,20,9.48804,1
2,1,1,0,4,2,3,1,0,0,0,0,1,39.7007,15.9622,2
2,4,1,0,2,3,2,0,0,1,1,0,0,20.9161,6.4344,1
2,2,0,1,2,2,3,0,0,0,0,0,0,15.297,12.5401,1
0,1,0,1,0,2,3,0,0,0,0,1,0,50.0008,9.25238,2
2,4,1,0,4,4,3,0,0,0,1,0,1,30.0003,24.0412,1
2,1,0,1,2,1,3,0,0,1,0,0,0,0.000135823,16.0335,1
2,1,0,1,2,2,3,0,0,0,0,0,0,50.0001,4.90873,2
2,4,1,0,3,3,0,0,0,0,1,1,1,30.0001,11.4971,1
2,1,1,1,2,2,3,0,0,0,0,0,0,19.4229,15.1237,1
2,1,1,1,2,1,1,0,1,1,0,0,1,0.000151509,13.6178,2
1,2,0,1,2,2,2,1,0,1,0,0,0,21.4202,8.08627,1
1,1,0,1,2,2,2,0,0,1,0,0,0,50.0002,16.2509,1
2,2,0,1,2,2,3,0,0,0,0,0,0,38.2562,32.8755,1
2,1,1,1,2,1,1,0,0,0,0,0,0,1.62217e-05,39.5599,0
2,2,1,1,3,2,0,1,0,1,0,0,1,53.013,3.18084,1
2,1,1,1,2,3,3,0,0,0,0,0,0,14.6112,38.9819,0
2,1,0,1,2,2,3,0,0,1,0,0,0,50,25.7754,2
2,2,1,1,4,2,0,0,0,0,0,0,0,49.0036,17.4598,0
2,1,0,1,2,2,2,0,0,1,0,1,0,20.0006,25.1144,0
1,1,0,1,2,2,3,0,0,0,0,0,0,20,54.6539,1
1,1,0,1,2,2,3,0,0,0,0,0,0,20.0003,56.3792,0
2,1,0,1,2,2,2,0,0,0,0,0,0,50,23.1284,2
2,4,1,0,3,3,0,0,0,1,0,0,0,18.72,9.73317,1
2,2,1,1,3,2,3,0,0,0,0,0,1,50,16.2388,1
1,2,1,0,3,3,2,1,0,1,1,0,1,30,17.6072,1
2,2,0,1,0,2,3,1,0,0,0,0,0,20.0045,9.42243,2
2,1,1,1,3,1,2,0,1,1,0,1,1,6.34948e-05,14.2905,0
1,1,1,1,3,2,2,0,0,1,0,0,0,20,9.47087,1
2,1,0,1,2,2,3,0,0,0,0,0,0,49.1401,52.4469,1
1,2,0,1,2,2,3,0,0,0,0,0,0,20.0003,12.1433,1
2,1,1,1,1,3,1,0,0,0,0,0,0,35.8737,6.5295,2
1,2,0,1,2,1,3,0,0,0,0,0,0,0.000103165,11.3353,2
2,2,0,1,2,2,3,0,0,0,0,0,0,24.0002,23.4835,1
1,3,0,1,2,1,3,0,0,0,0,0,0,38.6443,25.5313,1
0,1,1,1,0,4,1,0,1,1,0,0,1,7.97045,6.81531,2
2,4,1,0,3,3,3,0,0,0,0,0,0,26.0461,21.4998,1
2,1,1,1,2,1,2,0,1,0,0,0,1,0.000128114,21.6621,2
2,2,0,1,2,2,3,0,0,0,0,0,0,62.3086,25.9355,1
2,1,0,1,4,4,2,1,0,1,0,0,0,32.2386,11.2421,2
2,3,1,0,4,4,3,1,0,0,1,1,1,14.9964,11.2011,2
2,1,1,1,2,1,0,0,1,1,0,0,1,0.000155257,13.6178,2
1,1,0,1,2,2,2,0,0,1,0,0,0,20.0005,28.3157,2
2,1,1,1,0,2,0,0,0,0,0,1,0,20,6.46858,1
2,1,1,1,3,2,2,0,0,0,0,0,0,13.6636,17.8147,1
1,4,1,0,4,3,2,0,0,1,0,0,0,30,29.5884,1
2,2,0,1,2,2,2,0,0,0,0,0,0,50,14.5254,1
2,1,0,1,2,2,3,1,0,0,0,0,0,17.4544,4.08838,1
2,1,0,1,2,2,3,0,0,0,0,0,0,7.31994,34.0222,1
1,2,0,1,1,2,3,0,0,0,0,1,0,20.0044,3.77304,2
2,2,1,0,3,2,2,0,0,1,1,0,1,0.00591866,16.4101,0
2,1,1,0,4,1,3,0,0,0,0,0,1,8.26831e-06,32.3527,2
2,1,0,1,2,1,3,0,0,1,0,0,0,0.000135823,10.7153,1
1,2,0,1,2,2,3,0,0,0,0,0,0,25.0033,8.13268,1
2,3,0,1,2,2,3,0,0,0,0,0,0,23.223,14.7965,1
1,1,1,1,1,4,0,0,0,1,0,0,0,40.8326,6.01926,1
2,1,0,1,2,2,2,0,0,0,0,0,0,27.1259,9.83428,1
2,2,0,1,2,2,2,1,0,1,0,0,0,20.0006,21.6741,0
2,1,1,1,2,4,0,0,0,1,0,0,1,15.0312,0.736754,1
0,1,1,1,2,1,1,0,1,1,0,0,1,7.53552,26.4893,2
2,1,1,1,2,1,2,0,1,0,0,0,1,5.05924e-05,44.6978,1
0,1,0,1,2,2,3,0,0,0,0,0,1,40.9516,18.9304,2
2,1,0,1,0,2,3,1,0,0,0,0,0,50,5.20643,1
2,1,1,1,2,2,1,0,1,1,0,0,1,20.5357,38.9412,2
1,1,0,1,2,1,3,0,0,0,0,0,0,0.200118,24.8599,1
2,2,0,1,2,2,2,0,0,1,0,1,0,50,29.4937,0
2,2,1,1,1,2,0,0,0,0,0,0,0,13.459,5.67001,2
2,2,1,0,4,4,3,0,0,0,0,0,1,50.0129,6.93059,2
1,1,0,1,2,1,2,0,0,1,0,0,0,20,23.8195,1
2,1,1,1,4,1,1,1,1,0,0,0,0,17.1002,20.1552,2
2,2,0,1,2,2,3,0,0,0,0,1,0,20,15.8763,2
2,4,1,0,2,3,1,1,0,0,0,1,0,30.0005,7.2893,1
2,3,0,1,2,2,2,0,0,1,0,0,0,73.0027,45.5633,0
2,1,0,1,2,2,3,0,0,0,0,0,0,20,43.2014,1
1,4,1,0,1,3,3,0,0,0,0,1,0,47.4546,4.08303,1
2,2,0,1,2,2,3,0,0,0,0,0,0,50.0005,2.54264,1
2,1,1,1,2,2,2,0,0,0,0,0,1,2.97665e-05,14.1824,1
2,1,0,1,2,2,2,0,0,0,0,0,0,19.2887,13.4522,2
2,2,1,1,2,2,3,0,0,0,0,0,0,50.0082,11.6212,1
0,3,0,1,2,2,3,0,0,0,0,0,0,39.0294,14.0038,1
2,1,0,1,4,2,1,0,0,0,0,1,1,11.9785,16.5765,2
2,1,0,0,2,2,2,0,0,1,0,0,0,50,25.9932,1
2,2,0,1,2,2,2,0,0,1,0,0,0,50.006,11.0505,2
2,1,0,1,1,1,1,0,0,0,0,1,0,25.5886,5.23322,1
2,1,0,1,2,2,2,0,0,0,0,0,1,20,54.0937,0
2,1,0,0,2,1,3,0,0,0,0,0,0,15.4311,10.3718,2
1,3,1,1,2,2,3,0,0,0,0,1,0,77.7085,24.0203,2
2,4,1,0,1,3,0,1,0,0,0,0,0,30,4.66096,1
1,1,1,1,2,4,0,0,0,1,0,0,0,14.829,2.12682,1
2,1,1,1,3,2,3,0,0,0,0,0,1,24.0003,58.7241,1
2,1,1,1,2,2,0,0,0,1,0,0,1,31,15.3071,1
2,1,0,1,2,2,2,0,0,0,0,0,0,50,23.9245,1
2,2,0,1,2,2,3,0,0,0,0,0,0,58.3441,10.9536,1
2,1,1,1,2,2,0,0,0,0,0,0,1,7.77208,7.72769,1
2,1,1,1,0,1,1,0,1,1,0,0,1,4.12815,7.12232,2
1,1,0,1,2,2,3,0,0,0,0,0,0,50.0002,14.4874,0
2,2,0,1,3,2,2,0,0,1,0,1,0,17.572,18.546,1
2,1,1,1,1,2,3,0,0,1,0,0,0,0.000121636,5.41513,1
2,2,1,1,4,2,3,0,0,0,0,0,1,37.6766,33.707,1
1,2,0,1,2,2,3,0,0,0,0,0,0,50.1187,15.5664,1
2,1,0,1,2,2,3,0,0,0,0,0,0,50.0004,22.3267,1
1,2,0,1,1,2,3,0,0,0,0,1,0,31.6168,4.61302,2
0,1,1,1,1,4,3,0,0,0,0,0,0,21.546,7.72769,1
2,2,0,1,2,2,2,0,0,1,0,0,0,22.5665,12.8127,2
0,1,1,0,4,4,3,0,0,0,0,0,1,18.2156,42.323,1
2,1,0,1,2,2,2,0,0,0,0,0,0,21.0002,8.72478,2
2,1,0,1,1,3,2,0,0,1,0,1,0,30,5.76294,2
2,2,0,1,2,2,3,0,0,0,0,0,0,50.0017,17.7632,1
2,1,0,1,2,2,2,0,0,0,0,0,0,42.8283,25.0255,1
2,3,0,1,2,2,3,0,0,0,0,1,0,77.0004,18.5334,1
2,1,1,0,4,4,3,0,0,0,0,0,1,18.492,42.323,1
2,1,0,1,2,2,3,0,0,0,0,0,0,20,13.382,2
2,1,0,1,3,3,3,0,0,1,0,0,0,5.60972,15.7718,2
2,2,1,1,2,2,3,0,0,0,0,0,1,26.4793,18.3602,2
1,2,0,1,2,2,3,0,0,0,0,0,0,50.0015,25.3318,1
1,1,0,1,2,2,3,0,0,0,0,0,0,50.0008,14.3264,2
2,1,1,1,3,2,3,0,0,0,0,1,1,20.0004,7.76644,1
1,2,0,1,2,2,3,0,0,0,0,0,0,60.0057,34.7161,1
1,4,1,0,4,3,2,0,0,1,0,0,0,30.0017,20.9006,1
1,2,1,1,3,2,3,0,0,0,0,0,1,50.0017,16.1321,1
2,1,1,1,2,1,1,0,0,0,0,0,0,0.000159915,19.477,1
2,2,1,1,4,4,3,0,0,0,1,1,1,19.6111,10.5211,2
1,1,0,1,2,1,3,0,0,0,0,0,0,0.000176136,24.4555,1
2,3,0,1,2,2,3,0,0,0,0,0,0,41.1645,6.60289,1
2,1,0,1,2,1,2,0,0,0,0,0,0,0.00143859,26.4071,1
2,1,1,1,0,1,1,0,1,1,0,0,1,6.69303,7.12232,2
2,3,1,1,4,4,3,0,0,0,0,0,0,22.1945,13.048,1
2,2,1,1,2,2,3,0,0,0,0,0,0,21.6922,16.126,1
2,1,0,0,2,2,2,0,0,1,0,0,0,34.0002,8.16641,0
2,2,0,1,2,2,3,0,0,0,0,0,0,33.1321,13.7241,1
2,1,0,1,2,2,2,1,0,0,0,0,0,9.02818,12.9807,2
2,1,0,1,2,2,3,0,0,0,0,0,0,20.0001,25.3425,0
1,2,0,1,2,2,3,0,0,0,0,0,0,22.0011,32.8755,1
2,3,0,1,2,2,3,0,0,0,0,0,0,68.3085,6.60289,1
1,1,0,1,1,1,0,0,0,0,0,1,0,0.000476425,5.23322,1
2,1,1,1,1,4,3,0,0,0,0,0,0,11.3681,0.000229624,1
2,1,0,1,2,2,2,0,0,0,0,0,0,8.6896,22.7109,1
2,2,1,1,2,2,3,0,0,0,0,1,1,50.0019,40.456,2
1,1,0,1,2,1,3,0,0,0,0,0,0,9.56169e-05,10.0046,2
2,2,0,1,2,2,2,0,0,0,0,0,0,34.8768,17.6196,2
2,1,1,1,2,1,0,0,1,1,0,0,1,4.38753,15.2791,2
2,1,1,1,2,1,0,0,1,1,0,0,1,3.68331,13.6178,2
2,1,1,1,1,1,0,1,0,1,0,0,0,50.0144,6.51851,1
2,2,1,1,2,4,2,0,1,0,0,1,1,27.7667,9.53553,2
1,2,0,1,2,1,3,0,0,0,0,0,0,9.78119e-05,18.5742,2
0,1,1,1,4,1,2,0,1,0,0,0,1,7.85296,55.596,0
2,2,1,1,3,2,2,0,0,1,0,1,0,22,8.88149,2
2,1,0,1,3,3,3,0,0,1,0,0,0,15.0552,9.92616,2
1,1,0,1,2,2,3,0,0,0,0,0,0,20.0002,13.2647,2
1,2,0,1,0,2,2,0,0,0,0,1,0,22.0014,7.04187,0
2,1,0,1,2,2,3,0,1,1,0,0,1,14.94,12.3098,2
2,1,0,1,2,2,3,0,0,1,0,0,0,20.0001,13.4252,2
2,1,1,1,4,1,1,1,1,0,0,0,0,4.68016,20.2815,2
1,2,0,1,2,2,3,0,0,0,0,0,0,50.0019,10.8843,1
2,2,0,1,2,1,3,0,0,0,0,0,0,0.00201868,11.2379,2
2,1,1,1,0,1,1,0,1,1,0,0,1,7.91507,6.81531,2
0,1,1,1,1,4,3,0,0,0,0,0,0,17.5691,7.72769,1
2,1,0,1,2,2,3,0,0,0,0,0,0,40.067,24.7789,1
2,3,0,1,2,2,3,0,0,0,0,0,0,42.1015,15.3724,1
2,1,0,1,2,2,3,1,0,0,0,0,0,56.9178,13.6069,2
2,1,1,1,1,3,0,0,0,1,0,1,0,10.4223,8.53432,1
2,1,0,1,2,1,3,0,0,0,0,0,0,50.0001,16.4173,1
2,1,0,1,2,2,2,0,0,1,0,0,0,19.9995,43.8139,0
0,2,1,1,2,4,3,0,0,0,1,1,1,26.6072,16.1679,2
2,2,1,1,1,2,0,0,0,0,0,0,0,28.4906,0.0153437,2
2,3,1,1,3,2,3,0,0,0,0,1,0,34.3481,8.8163,1
2,2,0,1,2,2,2,1,0,1,0,0,0,50,23.2595,0
2,4,1,0,4,3,2,0,0,1,0,0,0,20.5048,22.7977,1
2,2,1,0,3,3,0,0,0,1,1,1,1,20,12.1445,1
2,1,0,1,2,2,3,0,0,0,0,0,0,50.0004,33.5853,2
1,2,1,1,3,2,3,0,0,0,0,1,1,43.1819,16.2142,2
2,4,1,0,4,3,2,0,0,1,0,0,0,30.0004,13.782,1
2,1,0,1,4,1,3,0,0,0,0,0,0,10.0802,10.3671,2
0,1,1,1,4,1,2,1,0,1,0,0,1,22.6293,15.5157,2
2,2,0,1,2,2,3,0,0,0,0,0,0,51.5923,18.0056,2
2,4,1,0,4,3,3,0,0,0,0,0,0,19.5254,18.918,1
2,4,1,0,3,3,3,0,0,0,0,0,0,30.013,21.7484,1
1,1,1,1,2,2,1,1,1,1,0,0,1,9.56413,11.7272,2
2,2,0,1,2,2,2,0,0,0,0,0,0,20.0003,15.1197,1
2,1,1,1,1,1,3,0,0,0,0,0,0,26.7044,8.68391,1
2,1,0,1,2,2,2,0,0,0,0,0,0,47.0002,25.7372,1
0,1,1,0,4,1,2,0,0,1,0,1,1,0.000187968,13.1284,1
1,1,1,1,1,1,3,0,0,0,0,0,0,50,0.068576,1
2,2,1,1,3,2,2,0,0,1,0,1,0,22,8.88149,2
2,2,1,0,3,3,1,1,0,0,0,0,0,30,3.46963,1
2,2,0,1,1,2,2,0,0,0,0,1,0,13.3364,5.058,2
2,2,0,1,0,2,3,1,0,0,0,0,0,20.011,8.1407,0
2,1,1,1,2,1,0,0,0,1,0,0,0,10.4361,13.4685,2
2,2,1,1,3,2,2,0,0,0,0,0,0,50.0006,16.0923,1
1,2,1,1,3,2,3,0,0,0,0,0,1,43.4698,12.7283,1
1,1,0,1,2,2,3,0,0,0,0,0,0,50.0015,43.1677,2
2,4,1,0,3,3,3,0,0,0,0,0,0,30.0001,14.4262,1
2,2,1,1,4,2,0,0,0,0,0,0,1,50.0144,12.4091,1
1,1,0,1,3,3,0,0,0,0,0,0,1,33.7319,0.00412275,0
1,3,0,1,2,2,3,0,0,0,0,0,0,20.0034,41.7054,1
2,1,1,1,2,2,2,0,0,0,0,0,0,50.0036,17.9161,0
2,1,0,0,2,3,3,1,0,0,0,0,0,30,14.4277,2
1,1,0,1,2,2,3,0,0,0,0,0,0,50.0003,13.1101,1
1,2,1,1,3,2,0,0,0,0,0,0,1,50.0003,24.1599,0
2,2,0,1,2,2,3,0,0,0,0,0,0,20.0003,45.4208,1
1,1,0,1,2,2,2,0,0,0,0,0,0,50,18.6379,2
2,1,0,1,2,2,2,0,0,0,0,0,0,2.52,17.3998,2
2,1,0,1,2,2,2,0,0,0,0,0,0,25,51.3201,1
1,1,0,1,2,2,3,0,0,0,0,0,0,20.001,34.6875,1
2,4,1,0,3,3,2,0,0,1,1,1,0,20.0004,13.7504,1
1,1,1,0,4,1,2,0,0,1,0,1,1,0.000118745,10.9043,1
2,2,0,1,2,2,2,0,0,0,0,0,0,50.0144,12.9255,2
0,2,1,1,4,4,3,0,0,0,0,1,0,50,6.23419,2
2,4,1,0,3,3,3,0,0,0,0,0,0,30.0004,17.7734,1
2,1,0,1,2,2,3,0,0,0,0,0,0,15.1222,18.6952,1
1,1,1,1,3,2,2,0,1,1,0,0,1,0.000154079,14.9178,1
2,1,0,1,2,2,3,0,0,0,0,0,0,49.998,6.82879,0
2,1,0,1,2,2,2,0,0,0,0,0,0,28,50.3551,0
2,1,0,1,0,2,3,0,0,0,0,0,0,50.0005,5.6176,2
1,3,1,1,1,4,3,0,0,0,0,0,0,10.0395,1.99366,0
2,1,0,1,2,2,2,0,0,0,0,0,0,22,50.0361,1
2,4,1,0,3,3,1,0,0,0,0,1,0,25.0002,6.0223,1
1,1,0,1,2,2,2,0,0,0,0,0,0,19.9667,12.8893,0
1,1,0,1,2,2,2,0,0,1,0,0,0,23.0002,11.7422,1
2,2,0,1,2,2,2,0,0,1,0,0,0,50.0066,34.9438,1
2,2,0,1,2,2,2,0,0,1,0,0,0,32.1318,37.8412,1
1,1,0,0,2,1,2,0,0,1,0,0,0,0.000153116,28.2056,1
2,3,1,1,2,2,0,0,0,0,0,0,1,52,51.0481,2
1,2,0,1,2,1,3,0,0,0,0,0,0,0.000142301,13.5118,0
2,1,0,0,2,1,3,0,1,0,0,0,0,0.000182454,29.7802,2
2,2,0,1,2,2,3,0,0,0,0,0,0,9.26188e-05,12.3617,1
2,1,0,1,2,2,3,1,0,0,0,1,0,11.9301,4.134,1
2,2,0,1,2,2,3,0,0,0,0,0,0,45,23.2473,1
2,1,0,1,2,2,2,0,0,0,0,0,0,20.0003,18.5316,1
2,1,1,1,2,1,2,0,1,1,0,0,1,5.43982,17.2388,2
2,2,0,1,2,2,3,0,0,0,0,0,0,20.0072,14.885,1
2,2,0,1,2,2,2,0,0,1,0,0,0,54.3062,17.4283,1
2,1,1,1,2,1,0,1,0,1,0,0,1,49.5549,1.89726,1
2,1,1,1,2,2,2,0,1,1,0,0,1,20,16.6268,2
2,1,0,1,2,2,3,0,0,1,0,0,0,20.0001,5.71069,2
1,2,0,1,2,2,3,0,0,0,0,0,0,25.0042,7.58551,1
2,2,0,1,2,1,3,0,0,0,0,0,0,0.000150278,6.39089,2
1,2,1,0,3,2,2,0,0,1,1,0,0,30.0002,17.9552,0
1,3,1,1,4,2,3,0,0,0,0,0,1,57.3819,25.3682,1
2,1,0,0,3,1,3,0,0,0,1,0,1,0.00502613,13.6621,2
2,1,1,1,2,2,0,1,1,1,0,0,1,15.3053,11.8214,2
2,1,0,1,2,2,2,0,0,0,0,0,0,44.8921,62.9474,2
2,1,0,1,2,2,2,0,0,0,0,0,0,39.4233,41.2753,2
2,1,1,1,1,1,3,0,0,0,0,0,0,21.7801,0.000377396,1
2,1,0,1,2,2,2,0,0,0,0,0,0,50.0014,5.58749,0
1,1,0,1,3,3,3,0,0,1,0,0,1,30.0001,9.56291,2
2,1,0,1,2,2,2,0,0,0,0,0,0,3.40313,18.8175,2
2,1,0,1,2,2,3,0,0,1,0,0,0,20.0001,20.0759,2
2,4,1,0,4,3,2,0,0,1,0,0,0,30,22.2667,1
0,1,0,1,2,2,3,0,0,0,0,0,0,50.0003,29.9657,2
1,3,1,1,3,2,3,0,0,0,0,0,1,57.0013,19.1799,0
2,1,1,0,4,1,2,0,0,1,0,1,1,2.43593e-05,6.99211,1
